code,geog_level,period,med,mad
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2012,32.77128,7.661632020000005
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2011,33.16971,7.229898900000005
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2015,30.52201,7.774961964000002
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2009,36.85983,8.924229006000001
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2008,39.6736,9.544697105999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2007,42.36558,10.660175694000001
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2006,45.13457,12.803348124000008
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2005,47.64687,12.417797993999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2004,50.58262,12.959569685999998
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2003,55.14717,14.090007707999998
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2002,59.74348,14.920426794
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2010,34.94462,8.045062032
cigarette-smokers,country,2022,13.95,0.14826000000000078
cigarette-smokers,country,2021,13.95,0.7413000000000013
cigarette-smokers,country,2020,14.899999999999999,0.9636899999999992
cigarette-smokers,country,2018,15.7,0.5930400000000018
cigarette-smokers,country,2017,16.200000000000003,0.29651999999999895
cigarette-smokers,country,2019,15.45,0.14826000000000078
cigarette-smokers,country,2015,18.55,0.7413
cigarette-smokers,country,2014,18.7,1.1860799999999982
cigarette-smokers,country,2013,19.35,1.3343400000000032
cigarette-smokers,country,2012,20.15,1.3343400000000005
cigarette-smokers,country,2016,17.299999999999997,0.8895600000000047
cigarette-smokers,region,2022,13.3,0.9636899999999992
cigarette-smokers,region,2021,13.8,1.11195
cigarette-smokers,region,2020,14.7,1.1860799999999996
cigarette-smokers,region,2018,15.1,1.4826
cigarette-smokers,region,2017,15.9,1.2602099999999994
cigarette-smokers,region,2019,14.65,1.1860799999999996
cigarette-smokers,region,2015,18.05,1.4826
cigarette-smokers,region,2014,18.1,2.0015099999999992
cigarette-smokers,region,2013,18.7,2.0756400000000004
cigarette-smokers,region,2012,19.45,2.0756400000000004
cigarette-smokers,region,2016,16.450000000000003,1.8532499999999947
cigarette-smokers,lower,2022,12.4,3.8547599999999993
cigarette-smokers,lower,2021,12.8,3.558239999999998
cigarette-smokers,lower,2020,13.9,3.8547599999999993
cigarette-smokers,lower,2018,14.5,3.8547599999999993
cigarette-smokers,lower,2017,15,3.7064999999999997
cigarette-smokers,lower,2019,13.8,4.0030199999999985
cigarette-smokers,lower,2015,17,4.0030199999999985
cigarette-smokers,lower,2014,17.8,4.29954
cigarette-smokers,lower,2013,18.7,4.4478
cigarette-smokers,lower,2012,19.3,4.151280000000001
cigarette-smokers,lower,2016,15.7,4.299539999999998
cigarette-smokers,upper,2022,13.1,3.0393299999999996
cigarette-smokers,upper,2021,13.25,2.8910699999999987
cigarette-smokers,upper,2020,14.2,3.113460000000002
cigarette-smokers,upper,2018,15.1,3.1134599999999995
cigarette-smokers,upper,2017,15.3,2.89107
cigarette-smokers,upper,2019,14.4,2.668680000000001
cigarette-smokers,upper,2015,17.6,3.2617199999999986
cigarette-smokers,upper,2014,18.7,3.409980000000001
cigarette-smokers,upper,2013,19.2,3.558240000000003
cigarette-smokers,upper,2012,19.9,3.558239999999998
cigarette-smokers,upper,2016,16.3,3.63237
female-healthy-life-expectancy,country,2011,62.995000000000005,0.7857780000000016
female-healthy-life-expectancy,country,2012,63.06,0.5411490000000029
female-healthy-life-expectancy,country,2013,62.69,0.9340380000000037
female-healthy-life-expectancy,country,2014,62.96,0.6449310000000034
female-healthy-life-expectancy,country,2015,62.705,0.5485620000000014
female-healthy-life-expectancy,country,2016,62.115,0.30393300000000273
female-healthy-life-expectancy,country,2017,62.14,0.17049900000000295
female-healthy-life-expectancy,country,2018,62.53,0.6597570000000004
female-healthy-life-expectancy,region,2011,63.095,1.5641429999999994
female-healthy-life-expectancy,region,2012,62.93,1.5048390000000007
female-healthy-life-expectancy,region,2013,62.945,1.616034000000005
female-healthy-life-expectancy,region,2014,62.86,1.7494679999999996
female-healthy-life-expectancy,region,2015,62.705,1.3714049999999958
female-healthy-life-expectancy,region,2016,62.260000000000005,0.6226920000000078
female-healthy-life-expectancy,region,2017,62.16,0.5411489999999977
female-healthy-life-expectancy,region,2018,62.525,1.0452329999999974
female-healthy-life-expectancy,lower,2011,62.495000000000005,3.995607000000011
female-healthy-life-expectancy,lower,2012,62.379999999999995,4.351431000000003
female-healthy-life-expectancy,lower,2013,62.725,4.232823000000001
female-healthy-life-expectancy,lower,2014,62.98,4.329192000000013
female-healthy-life-expectancy,lower,2015,62.78,3.7806299999999955
female-healthy-life-expectancy,lower,2016,62.35,3.9140640000000007
female-healthy-life-expectancy,lower,2017,62.56,4.062324000000003
female-healthy-life-expectancy,lower,2018,62.56,4.062323999999992
female-healthy-life-expectancy,upper,2011,63.17,4.195758000000002
female-healthy-life-expectancy,upper,2012,62.815,4.091976000000007
female-healthy-life-expectancy,upper,2013,63.42,4.447800000000005
female-healthy-life-expectancy,upper,2014,63.26,4.07715000000001
female-healthy-life-expectancy,upper,2015,63.1,3.498935999999999
female-healthy-life-expectancy,upper,2016,62.95,3.943716000000005
female-healthy-life-expectancy,upper,2017,62.93,3.9288899999999978
female-healthy-life-expectancy,upper,2018,62.67,3.928889999999987
male-healthy-life-expectancy,country,2011,61.635,0.8450819999999951
male-healthy-life-expectancy,country,2012,61.620000000000005,0.41512800000000694
male-healthy-life-expectancy,country,2013,61.82,0.25204199999999727
male-healthy-life-expectancy,country,2014,61.89,1.297275
male-healthy-life-expectancy,country,2015,61.864999999999995,0.8673210000000012
male-healthy-life-expectancy,country,2016,61.805,0.37806300000000376
male-healthy-life-expectancy,country,2017,61.42,0.3928890000000061
male-healthy-life-expectancy,country,2018,61.465,0.4003020000000046
male-healthy-life-expectancy,region,2011,61.98,1.7717070000000004
male-healthy-life-expectancy,region,2012,62.04,1.4232960000000012
male-healthy-life-expectancy,region,2013,62.095,1.2898620000000014
male-healthy-life-expectancy,region,2014,62.375,1.890315000000003
male-healthy-life-expectancy,region,2015,62.21,1.541904000000004
male-healthy-life-expectancy,region,2016,61.855000000000004,1.0600589999999996
male-healthy-life-expectancy,region,2017,61.675,0.7709519999999993
male-healthy-life-expectancy,region,2018,61.695,1.015580999999998
male-healthy-life-expectancy,lower,2011,62.225,3.7139129999999985
male-healthy-life-expectancy,lower,2012,61.989999999999995,3.7435649999999976
male-healthy-life-expectancy,lower,2013,62.375,3.9140640000000007
male-healthy-life-expectancy,lower,2014,61.8,3.9585419999999916
male-healthy-life-expectancy,lower,2015,62.29,3.647196000000001
male-healthy-life-expectancy,lower,2016,62.12,3.943716000000005
male-healthy-life-expectancy,lower,2017,61.88,3.6620219999999875
male-healthy-life-expectancy,lower,2018,61.92,3.558239999999998
male-healthy-life-expectancy,upper,2011,62.72,3.8176949999999987
male-healthy-life-expectancy,upper,2012,62.475,3.832521000000001
male-healthy-life-expectancy,upper,2013,62.82,3.832521000000001
male-healthy-life-expectancy,upper,2014,62.43,3.884411999999996
male-healthy-life-expectancy,upper,2015,62.53,3.3210239999999924
male-healthy-life-expectancy,upper,2016,62.66,3.6916739999999924
male-healthy-life-expectancy,upper,2017,62.39,3.3061980000000055
male-healthy-life-expectancy,upper,2018,62.47,3.469284000000005
overweight-adults-aged-18-years-and-over,region,2015,63.07562,2.3832498480000037
overweight-adults-aged-18-years-and-over,region,2016,63.32462,3.353018508000003
overweight-adults-aged-18-years-and-over,region,2017,64.17142,3.612132509999996
overweight-adults-aged-18-years-and-over,region,2018,64.08297,1.5214589459999879
overweight-adults-aged-18-years-and-over,region,2019,64.82072,3.280593498000011
overweight-adults-aged-18-years-and-over,region,2020,65.74472,2.8349091120000023
overweight-adults-aged-18-years-and-over,region,2021,66.50958,3.8062641539999995
overweight-adults-aged-18-years-and-over,lower,2015,61.5414,5.6342209979999875
overweight-adults-aged-18-years-and-over,lower,2016,62.00561,5.1407227620000135
overweight-adults-aged-18-years-and-over,lower,2017,62.46252,6.02196537600001
overweight-adults-aged-18-years-and-over,lower,2018,62.32204,5.365944528000004
overweight-adults-aged-18-years-and-over,lower,2019,63.21184,5.809716359999986
overweight-adults-aged-18-years-and-over,lower,2020,63.87791,5.5104535500000065
overweight-adults-aged-18-years-and-over,lower,2021,65.04907,5.579008974000002
overweight-adults-aged-18-years-and-over,upper,2015,61.478605,5.439992985000001
overweight-adults-aged-18-years-and-over,upper,2016,62.488060000000004,4.689315540000006
overweight-adults-aged-18-years-and-over,upper,2017,62.53371,5.571655277999997
overweight-adults-aged-18-years-and-over,upper,2018,62.725595,4.665668069999995
overweight-adults-aged-18-years-and-over,upper,2019,63.391845,5.624139318000006
overweight-adults-aged-18-years-and-over,upper,2020,63.619255,5.7496710599999945
overweight-adults-aged-18-years-and-over,upper,2021,65.303495,6.481971677999998
overweight-children-at-reception-age-aged-four-to-five-years,region,2021,22.40745,1.9384995000000014
overweight-children-at-reception-age-aged-four-to-five-years,region,2020,28.112594731144,1.807646395071048
overweight-children-at-reception-age-aged-four-to-five-years,region,2019,22.74887,1.6700154659999997
overweight-children-at-reception-age-aged-four-to-five-years,region,2018,22.65602,1.6489773719999956
overweight-children-at-reception-age-aged-four-to-five-years,region,2016,22.73509,1.703032967999998
overweight-children-at-reception-age-aged-four-to-five-years,region,2015,21.97125,1.6375613520000012
overweight-children-at-reception-age-aged-four-to-five-years,region,2014,22.16236,1.1327805300000013
overweight-children-at-reception-age-aged-four-to-five-years,region,2017,22.93387,1.5184344419999969
overweight-children-at-reception-age-aged-four-to-five-years,region,2012,22.71611,0.7288758120000015
overweight-children-at-reception-age-aged-four-to-five-years,region,2011,22.676070000000003,0.9849504839999936
overweight-children-at-reception-age-aged-four-to-five-years,region,2010,23.1296,0.7385868420000026
overweight-children-at-reception-age-aged-four-to-five-years,region,2009,23.28223,1.0016593859999983
overweight-children-at-reception-age-aged-four-to-five-years,region,2008,22.9293,0.9862996500000004
overweight-children-at-reception-age-aged-four-to-five-years,region,2007,22.77066,0.40320789599999995
overweight-children-at-reception-age-aged-four-to-five-years,region,2013,23.16219,1.3990703159999966
overweight-children-at-reception-age-aged-four-to-five-years,lower,2006,22.81342,2.9356814340000006
overweight-children-at-reception-age-aged-four-to-five-years,lower,2021,21.9917,3.0841045200000017
overweight-children-at-reception-age-aged-four-to-five-years,lower,2020,29.91506916,2.3746621766069955
overweight-children-at-reception-age-aged-four-to-five-years,lower,2019,22.60274,3.716952329999999
overweight-children-at-reception-age-aged-four-to-five-years,lower,2018,22.36025,3.2367085379999976
overweight-children-at-reception-age-aged-four-to-five-years,lower,2016,22.51908,2.737472640000004
overweight-children-at-reception-age-aged-four-to-five-years,lower,2015,22.08333,2.5221398160000024
overweight-children-at-reception-age-aged-four-to-five-years,lower,2014,21.80645,2.783759412
overweight-children-at-reception-age-aged-four-to-five-years,lower,2017,22.16428,3.0254973419999978
overweight-children-at-reception-age-aged-four-to-five-years,lower,2012,21.93548,2.6698364280000044
overweight-children-at-reception-age-aged-four-to-five-years,lower,2011,22.439020000000003,2.574979679999998
overweight-children-at-reception-age-aged-four-to-five-years,lower,2010,22.50712,2.4957495360000004
overweight-children-at-reception-age-aged-four-to-five-years,lower,2009,22.862015,2.809919889000003
overweight-children-at-reception-age-aged-four-to-five-years,lower,2008,22.560245000000002,2.902322934000002
overweight-children-at-reception-age-aged-four-to-five-years,lower,2007,22.47191,3.3405424289999988
overweight-children-at-reception-age-aged-four-to-five-years,lower,2013,22.288845000000002,2.656752483000002
overweight-children-at-reception-age-aged-four-to-five-years,upper,2006,23.23498,2.6168186519999996
overweight-children-at-reception-age-aged-four-to-five-years,upper,2021,22.2546,2.732542995000001
overweight-children-at-reception-age-aged-four-to-five-years,upper,2020,29.23076923,3.1350829055699982
overweight-children-at-reception-age-aged-four-to-five-years,upper,2019,23.025805,3.1295758620000003
overweight-children-at-reception-age-aged-four-to-five-years,upper,2018,22.947270000000003,2.6380272450000053
overweight-children-at-reception-age-aged-four-to-five-years,upper,2016,22.956685,2.5625999700000004
overweight-children-at-reception-age-aged-four-to-five-years,upper,2015,22.352735000000003,2.058968163000002
overweight-children-at-reception-age-aged-four-to-five-years,upper,2014,22.09254,2.1507707550000004
overweight-children-at-reception-age-aged-four-to-five-years,upper,2017,22.53333,2.6406736860000026
overweight-children-at-reception-age-aged-four-to-five-years,upper,2012,22.471195,2.075024721
overweight-children-at-reception-age-aged-four-to-five-years,upper,2011,22.842785,1.9839411900000035
overweight-children-at-reception-age-aged-four-to-five-years,upper,2010,23.017310000000002,1.9929924630000004
overweight-children-at-reception-age-aged-four-to-five-years,upper,2009,23.31731,2.494756194000001
overweight-children-at-reception-age-aged-four-to-five-years,upper,2008,23.102870000000003,2.586484656000005
overweight-children-at-reception-age-aged-four-to-five-years,upper,2007,22.649050000000003,2.6260552500000003
overweight-children-at-reception-age-aged-four-to-five-years,upper,2013,23.02158,2.334309222000002
overweight-children-at-year-6-age-aged-10-to-11-years,region,2021,39.04628,2.655336599999995
overweight-children-at-year-6-age-aged-10-to-11-years,region,2020,41.5584415584416,3.9394006627287257
overweight-children-at-year-6-age-aged-10-to-11-years,region,2019,35.77015,3.6273291599999946
overweight-children-at-year-6-age-aged-10-to-11-years,region,2018,35.08815,3.553895981999999
overweight-children-at-year-6-age-aged-10-to-11-years,region,2016,34.64539,3.9616999380000038
overweight-children-at-year-6-age-aged-10-to-11-years,region,2015,34.62592,3.476385653999994
overweight-children-at-year-6-age-aged-10-to-11-years,region,2014,33.25326,3.831216311999998
overweight-children-at-year-6-age-aged-10-to-11-years,region,2017,34.70969,4.12348125
overweight-children-at-year-6-age-aged-10-to-11-years,region,2012,33.23143,3.3239891999999958
overweight-children-at-year-6-age-aged-10-to-11-years,region,2011,33.66676,3.847628694000003
overweight-children-at-year-6-age-aged-10-to-11-years,region,2010,33.194379999999995,2.961641760000008
overweight-children-at-year-6-age-aged-10-to-11-years,region,2009,32.96566,2.978573051999994
overweight-children-at-year-6-age-aged-10-to-11-years,region,2008,32.53497,2.7363755160000034
overweight-children-at-year-6-age-aged-10-to-11-years,region,2007,32.70618,2.6665154040000036
overweight-children-at-year-6-age-aged-10-to-11-years,region,2013,33.41584,3.569982192000006
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2006,30.467840000000002,4.039855196999998
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2021,36.78756,5.524671684
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2020,44.165707929999996,4.152001855700997
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2019,33.87611,5.384247224999997
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2018,33.20313,5.109158207999992
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2016,33.084109999999995,4.87977033599999
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2015,32.87671,4.557067619999993
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2014,32.21477,4.341823751999998
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2017,33.118970000000004,4.810547741999988
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2012,32.44681,4.116409247999999
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2011,33.17757,3.90404162399999
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2010,32.44275,4.110389891999995
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2009,32.4996,3.865093721999998
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2008,31.54851,3.6866331600000013
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2007,31.440089999999998,3.7462855710000027
overweight-children-at-year-6-age-aged-10-to-11-years,lower,2013,32.472475,4.074436842000005
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2006,31.955920000000003,3.8569394220000035
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2021,38.360474999999994,5.204719191000001
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2020,44.10377358,4.362042590892001
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2019,36.072140000000005,4.588706304000007
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2018,35.282555,4.604199474
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2016,35.237755,4.613806721999999
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2015,34.647035,4.741265843999998
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2014,33.632385,4.282015667999997
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2017,34.75783,4.635423030000002
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2012,33.95017,3.720814503000003
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2011,34.60816,4.112169012000002
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2010,33.815615,3.6792646379999985
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2009,33.780159999999995,3.519232794000005
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2008,32.79221,3.4723678079999933
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2007,33.20275,3.9036932130000035
overweight-children-at-year-6-age-aged-10-to-11-years,upper,2013,33.93316,4.415597928000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2011,3.125,0.029652000000000026
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2022,3.225,0.06671699999999989
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2021,3.11,0.05930400000000005
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2020,3.31,0.07413000000000006
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2018,2.85,0.029652000000000026
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2017,2.895,0.03706499999999987
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2019,3.06,0.05930400000000005
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2015,2.8600000000000003,0.05189099999999988
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2014,2.8449999999999998,0.03706499999999987
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2013,2.91,0.05930400000000005
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2012,3.01,0.029652000000000355
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),country,2016,2.9000000000000004,0.05189099999999988
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2011,3.0999999999999996,0.06671699999999989
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2022,3.205,0.1111949999999996
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2021,3.09,0.07412999999999974
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2020,3.31,0.06671699999999989
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2018,2.84,0.07413000000000006
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2017,2.9050000000000002,0.05930400000000005
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2019,3.045,0.10378199999999976
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2015,2.8449999999999998,0.11860800000000042
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2014,2.825,0.12602099999999994
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2013,2.91,0.08895600000000008
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2012,3.01,0.05930399999999972
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),region,2016,2.88,0.06671700000000022
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2011,3.1,0.2668680000000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2022,3.25,0.3261720000000003
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2021,3.12,0.31134599999999996
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2020,3.28,0.28169400000000056
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2018,2.82,0.29651999999999956
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2017,2.86,0.2816939999999999
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2019,3.03,0.28169400000000056
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2015,2.85,0.30393300000000006
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2014,2.83,0.31134599999999996
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2013,2.9,0.29651999999999956
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2012,2.99,0.2668680000000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),lower,2016,2.875,0.27428100000000005
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2011,3.12,0.24462900000000004
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2022,3.275,0.2594550000000004
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2021,3.14,0.2372160000000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2020,3.3,0.23721599999999954
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2018,2.85,0.22238999999999987
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2017,2.89,0.2520419999999999
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2019,3.04,0.22238999999999987
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2015,2.87,0.22238999999999987
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2014,2.88,0.2668680000000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2013,2.94,0.2372160000000002
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2012,3.02,0.20756400000000017
annual-personal-wellbeing-estimates-Anxiety mean score (where 10 is 'completely anxious'),upper,2016,2.9,0.20756400000000017
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2011,7.695,0.03706500000000053
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2022,7.735,0.03706499999999987
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2021,7.76,0.07413000000000039
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2020,7.7,0.022239000000000182
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2018,7.88,0.014825999999999683
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2017,7.88,0
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2019,7.86,0
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2015,7.83,0.007412999999999842
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2014,7.83,0.044477999999999705
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2013,7.75,0.014825999999999683
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2012,7.7,0.007412999999999842
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),country,2016,7.845000000000001,0.03706500000000118
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2011,7.7,0.07412999999999974
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2022,7.73,0.05930399999999939
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2021,7.76,0.10378200000000042
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2020,7.705,0.044478000000000364
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2018,7.89,0.044478000000000364
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2017,7.9,0.029652000000000685
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2019,7.86,0.07412999999999974
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2015,7.84,0.07412999999999974
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2014,7.82,0.05930400000000005
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2013,7.745,0.044478000000000364
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2012,7.7,0.08154299999999957
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),region,2016,7.87,0.06671699999999989
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2011,7.7,0.17791200000000015
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2022,7.75,0.2223900000000005
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2021,7.78,0.17791200000000015
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2020,7.72,0.17791200000000015
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2018,7.93,0.19273799999999983
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2017,7.91,0.17791199999999882
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2019,7.89,0.19273799999999983
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2015,7.86,0.16308599999999915
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2014,7.84,0.17791200000000015
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2013,7.76,0.17791200000000015
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2012,7.725,0.185325
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),lower,2016,7.89,0.16308599999999981
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),upper,2011,7.67,0.16308600000000045
annual-personal-wellbeing-estimates-Worthwhile mean score (where 10 is 'completely worthwhile'),upper,2022,7.73,0.14825999999999948
